Wire:1, Value:0, Discovered faults:['1_s-a-1'] 
Wire:8, Value:0, Discovered faults:['8_s-a-1'] 
Wire:15, Value:1, Discovered faults:['15_s-a-0'] 
Wire:22, Value:0, Discovered faults:['22_s-a-1'] 
Wire:29, Value:0, Discovered faults:['29_s-a-1'] 
Wire:36, Value:1, Discovered faults:['36_s-a-0'] 
Wire:43, Value:1, Discovered faults:['43_s-a-0'] 
Wire:50, Value:0, Discovered faults:['50_s-a-1'] 
Wire:57, Value:1, Discovered faults:['57_s-a-0'] 
Wire:64, Value:1, Discovered faults:['64_s-a-0'] 
Wire:71, Value:1, Discovered faults:['71_s-a-0'] 
Wire:78, Value:1, Discovered faults:['78_s-a-0'] 
Wire:85, Value:0, Discovered faults:['85_s-a-1'] 
Wire:92, Value:0, Discovered faults:['92_s-a-1'] 
Wire:99, Value:0, Discovered faults:['99_s-a-1'] 
Wire:106, Value:0, Discovered faults:['106_s-a-1'] 
Wire:113, Value:1, Discovered faults:['113_s-a-0'] 
Wire:120, Value:0, Discovered faults:['120_s-a-1'] 
Wire:127, Value:0, Discovered faults:['127_s-a-1'] 
Wire:134, Value:0, Discovered faults:['134_s-a-1'] 
Wire:141, Value:0, Discovered faults:['141_s-a-1'] 
Wire:148, Value:0, Discovered faults:['148_s-a-1'] 
Wire:155, Value:0, Discovered faults:['155_s-a-1'] 
Wire:162, Value:0, Discovered faults:['162_s-a-1'] 
Wire:169, Value:0, Discovered faults:['169_s-a-1'] 
Wire:176, Value:1, Discovered faults:['176_s-a-0'] 
Wire:183, Value:0, Discovered faults:['183_s-a-1'] 
Wire:190, Value:1, Discovered faults:['190_s-a-0'] 
Wire:197, Value:0, Discovered faults:['197_s-a-1'] 
Wire:204, Value:0, Discovered faults:['204_s-a-1'] 
Wire:211, Value:0, Discovered faults:['211_s-a-1'] 
Wire:218, Value:1, Discovered faults:['218_s-a-0'] 
Wire:225, Value:1, Discovered faults:['225_s-a-0'] 
Wire:226, Value:1, Discovered faults:['226_s-a-0'] 
Wire:227, Value:1, Discovered faults:['227_s-a-0'] 
Wire:228, Value:1, Discovered faults:['228_s-a-0'] 
Wire:229, Value:0, Discovered faults:['229_s-a-1'] 
Wire:230, Value:0, Discovered faults:['230_s-a-1'] 
Wire:231, Value:1, Discovered faults:['231_s-a-0'] 
Wire:232, Value:1, Discovered faults:['232_s-a-0'] 
Wire:233, Value:0, Discovered faults:['233_s-a-1'] 
Wire:860_11, Value:0, Discovered faults:['113_3_s-a-0', '113_s-a-0', '120_1_s-a-1', '120_s-a-1', '127_3_s-a-1', '127_s-a-1', '134_3_s-a-1', '134_s-a-1', '15_2_s-a-0', '15_s-a-0', '169_1_s-a-1', '169_s-a-1', '176_3_s-a-0', '176_s-a-0', '183_1_s-a-1', '183_s-a-1', '190_3_s-a-0', '190_s-a-0', '233_3_s-a-1', '233_s-a-1', '248_1_s-a-1', '248_s-a-1', '290_1_s-a-0', '290_s-a-0', '302_2_s-a-0', '302_s-a-0', '305_2_s-a-0', '305_s-a-0', '326_1_s-a-1', '326_2_s-a-1', '326_s-a-1', '329_1_s-a-0', '329_s-a-0', '378_s-a-1', '380_s-a-0', '381_s-a-0', '387_s-a-1', '389_s-a-1', '402_s-a-0', '403_s-a-0', '404_s-a-1', '43_2_s-a-0', '43_s-a-0', '450_2_s-a-0', '450_s-a-0', '453_1_s-a-1', '453_s-a-1', '462_1_s-a-0', '462_s-a-0', '465_1_s-a-0', '465_s-a-0', '486_1_s-a-1', '486_s-a-1', '489_2_s-a-0', '489_s-a-0', '534_1_s-a-0', '534_s-a-0', '540_1_s-a-1', '540_2_s-a-1', '540_s-a-1', '552_2_s-a-0', '552_s-a-0', '578_s-a-1', '582_s-a-0', '583_s-a-0', '591_s-a-1', '622_4_s-a-0', '622_s-a-0', '632_2_s-a-1', '632_s-a-1', '648_1_s-a-0', '648_s-a-0', '684_1_s-a-0', '684_s-a-0', '702_s-a-1', '71_4_s-a-0', '71_s-a-0', '724_2_s-a-0', '724_s-a-0', '736_2_s-a-0', '736_s-a-0', '759_s-a-1', '776_1_s-a-0', '776_s-a-0', '800_1_s-a-1', '800_2_s-a-1', '800_s-a-1', '822_s-a-0', '823_s-a-0', '860_11_s-a-1', '860_s-a-1', '99_2_s-a-1', '99_s-a-1'] 
Wire:860_12, Value:0, Discovered faults:['113_3_s-a-0', '113_s-a-0', '120_1_s-a-1', '120_s-a-1', '127_3_s-a-1', '127_s-a-1', '134_3_s-a-1', '134_s-a-1', '15_2_s-a-0', '15_s-a-0', '169_1_s-a-1', '169_s-a-1', '176_3_s-a-0', '176_s-a-0', '183_1_s-a-1', '183_s-a-1', '190_3_s-a-0', '190_s-a-0', '233_3_s-a-1', '233_s-a-1', '248_1_s-a-1', '248_s-a-1', '290_1_s-a-0', '290_s-a-0', '302_2_s-a-0', '302_s-a-0', '305_2_s-a-0', '305_s-a-0', '326_1_s-a-1', '326_2_s-a-1', '326_s-a-1', '329_1_s-a-0', '329_s-a-0', '378_s-a-1', '380_s-a-0', '381_s-a-0', '387_s-a-1', '389_s-a-1', '402_s-a-0', '403_s-a-0', '404_s-a-1', '43_2_s-a-0', '43_s-a-0', '450_2_s-a-0', '450_s-a-0', '453_1_s-a-1', '453_s-a-1', '462_1_s-a-0', '462_s-a-0', '465_1_s-a-0', '465_s-a-0', '486_1_s-a-1', '486_s-a-1', '489_2_s-a-0', '489_s-a-0', '534_1_s-a-0', '534_s-a-0', '540_1_s-a-1', '540_2_s-a-1', '540_s-a-1', '552_2_s-a-0', '552_s-a-0', '578_s-a-1', '582_s-a-0', '583_s-a-0', '591_s-a-1', '622_4_s-a-0', '622_s-a-0', '632_2_s-a-1', '632_s-a-1', '648_1_s-a-0', '648_s-a-0', '684_1_s-a-0', '684_s-a-0', '702_s-a-1', '71_4_s-a-0', '71_s-a-0', '724_2_s-a-0', '724_s-a-0', '736_2_s-a-0', '736_s-a-0', '759_s-a-1', '776_1_s-a-0', '776_s-a-0', '800_1_s-a-1', '800_2_s-a-1', '800_s-a-1', '822_s-a-0', '823_s-a-0', '860_12_s-a-1', '860_s-a-1', '99_2_s-a-1', '99_s-a-1'] 
Wire:873_1, Value:0, Discovered faults:['106_2_s-a-1', '106_s-a-1', '141_3_s-a-1', '141_s-a-1', '148_3_s-a-1', '148_s-a-1', '155_3_s-a-1', '155_s-a-1', '162_3_s-a-1', '162_s-a-1', '197_3_s-a-1', '197_s-a-1', '204_3_s-a-1', '204_s-a-1', '211_1_s-a-1', '211_s-a-1', '218_3_s-a-0', '218_s-a-0', '22_4_s-a-1', '22_s-a-1', '233_4_s-a-1', '233_s-a-1', '251_1_s-a-1', '251_s-a-1', '311_2_s-a-0', '311_s-a-0', '335_1_s-a-0', '335_s-a-0', '382_s-a-0', '383_s-a-0', '384_s-a-0', '385_s-a-0', '390_s-a-0', '391_s-a-0', '393_s-a-1', '406_s-a-0', '407_s-a-0', '408_s-a-1', '456_2_s-a-1', '456_s-a-1', '459_2_s-a-1', '459_s-a-1', '468_1_s-a-1', '468_s-a-1', '471_2_s-a-0', '471_s-a-0', '492_1_s-a-1', '492_s-a-1', '495_2_s-a-0', '495_s-a-0', '50_4_s-a-1', '50_s-a-1', '543_2_s-a-0', '543_s-a-0', '555_2_s-a-0', '555_s-a-0', '580_s-a-0', '581_s-a-0', '585_s-a-1', '593_s-a-1', '627_2_s-a-1', '627_s-a-1', '637_4_s-a-0', '637_s-a-0', '651_1_s-a-0', '651_s-a-0', '687_2_s-a-0', '687_s-a-0', '705_s-a-1', '727_2_s-a-0', '727_s-a-0', '739_2_s-a-0', '739_s-a-0', '761_s-a-1', '779_1_s-a-0', '779_s-a-0', '78_4_s-a-0', '78_s-a-0', '803_1_s-a-1', '803_2_s-a-1', '803_s-a-1', '824_s-a-0', '825_s-a-0', '873_1_s-a-1', '873_s-a-1'] 
Wire:873_2, Value:0, Discovered faults:['106_2_s-a-1', '106_s-a-1', '141_3_s-a-1', '141_s-a-1', '148_3_s-a-1', '148_s-a-1', '155_3_s-a-1', '155_s-a-1', '162_3_s-a-1', '162_s-a-1', '197_3_s-a-1', '197_s-a-1', '204_3_s-a-1', '204_s-a-1', '211_1_s-a-1', '211_s-a-1', '218_3_s-a-0', '218_s-a-0', '22_4_s-a-1', '22_s-a-1', '233_4_s-a-1', '233_s-a-1', '251_1_s-a-1', '251_s-a-1', '311_2_s-a-0', '311_s-a-0', '335_1_s-a-0', '335_s-a-0', '382_s-a-0', '383_s-a-0', '384_s-a-0', '385_s-a-0', '390_s-a-0', '391_s-a-0', '393_s-a-1', '406_s-a-0', '407_s-a-0', '408_s-a-1', '456_2_s-a-1', '456_s-a-1', '459_2_s-a-1', '459_s-a-1', '468_1_s-a-1', '468_s-a-1', '471_2_s-a-0', '471_s-a-0', '492_1_s-a-1', '492_s-a-1', '495_2_s-a-0', '495_s-a-0', '50_4_s-a-1', '50_s-a-1', '543_2_s-a-0', '543_s-a-0', '555_2_s-a-0', '555_s-a-0', '580_s-a-0', '581_s-a-0', '585_s-a-1', '593_s-a-1', '627_2_s-a-1', '627_s-a-1', '637_4_s-a-0', '637_s-a-0', '651_1_s-a-0', '651_s-a-0', '687_2_s-a-0', '687_s-a-0', '705_s-a-1', '727_2_s-a-0', '727_s-a-0', '739_2_s-a-0', '739_s-a-0', '761_s-a-1', '779_1_s-a-0', '779_s-a-0', '78_4_s-a-0', '78_s-a-0', '803_1_s-a-1', '803_2_s-a-1', '803_s-a-1', '824_s-a-0', '825_s-a-0', '873_2_s-a-1', '873_s-a-1'] 
Wire:873_3, Value:0, Discovered faults:['106_2_s-a-1', '106_s-a-1', '141_3_s-a-1', '141_s-a-1', '148_3_s-a-1', '148_s-a-1', '155_3_s-a-1', '155_s-a-1', '162_3_s-a-1', '162_s-a-1', '197_3_s-a-1', '197_s-a-1', '204_3_s-a-1', '204_s-a-1', '211_1_s-a-1', '211_s-a-1', '218_3_s-a-0', '218_s-a-0', '22_4_s-a-1', '22_s-a-1', '233_4_s-a-1', '233_s-a-1', '251_1_s-a-1', '251_s-a-1', '311_2_s-a-0', '311_s-a-0', '335_1_s-a-0', '335_s-a-0', '382_s-a-0', '383_s-a-0', '384_s-a-0', '385_s-a-0', '390_s-a-0', '391_s-a-0', '393_s-a-1', '406_s-a-0', '407_s-a-0', '408_s-a-1', '456_2_s-a-1', '456_s-a-1', '459_2_s-a-1', '459_s-a-1', '468_1_s-a-1', '468_s-a-1', '471_2_s-a-0', '471_s-a-0', '492_1_s-a-1', '492_s-a-1', '495_2_s-a-0', '495_s-a-0', '50_4_s-a-1', '50_s-a-1', '543_2_s-a-0', '543_s-a-0', '555_2_s-a-0', '555_s-a-0', '580_s-a-0', '581_s-a-0', '585_s-a-1', '593_s-a-1', '627_2_s-a-1', '627_s-a-1', '637_4_s-a-0', '637_s-a-0', '651_1_s-a-0', '651_s-a-0', '687_2_s-a-0', '687_s-a-0', '705_s-a-1', '727_2_s-a-0', '727_s-a-0', '739_2_s-a-0', '739_s-a-0', '761_s-a-1', '779_1_s-a-0', '779_s-a-0', '78_4_s-a-0', '78_s-a-0', '803_1_s-a-1', '803_2_s-a-1', '803_s-a-1', '824_s-a-0', '825_s-a-0', '873_3_s-a-1', '873_s-a-1'] 
Wire:873_4, Value:0, Discovered faults:['106_2_s-a-1', '106_s-a-1', '141_3_s-a-1', '141_s-a-1', '148_3_s-a-1', '148_s-a-1', '155_3_s-a-1', '155_s-a-1', '162_3_s-a-1', '162_s-a-1', '197_3_s-a-1', '197_s-a-1', '204_3_s-a-1', '204_s-a-1', '211_1_s-a-1', '211_s-a-1', '218_3_s-a-0', '218_s-a-0', '22_4_s-a-1', '22_s-a-1', '233_4_s-a-1', '233_s-a-1', '251_1_s-a-1', '251_s-a-1', '311_2_s-a-0', '311_s-a-0', '335_1_s-a-0', '335_s-a-0', '382_s-a-0', '383_s-a-0', '384_s-a-0', '385_s-a-0', '390_s-a-0', '391_s-a-0', '393_s-a-1', '406_s-a-0', '407_s-a-0', '408_s-a-1', '456_2_s-a-1', '456_s-a-1', '459_2_s-a-1', '459_s-a-1', '468_1_s-a-1', '468_s-a-1', '471_2_s-a-0', '471_s-a-0', '492_1_s-a-1', '492_s-a-1', '495_2_s-a-0', '495_s-a-0', '50_4_s-a-1', '50_s-a-1', '543_2_s-a-0', '543_s-a-0', '555_2_s-a-0', '555_s-a-0', '580_s-a-0', '581_s-a-0', '585_s-a-1', '593_s-a-1', '627_2_s-a-1', '627_s-a-1', '637_4_s-a-0', '637_s-a-0', '651_1_s-a-0', '651_s-a-0', '687_2_s-a-0', '687_s-a-0', '705_s-a-1', '727_2_s-a-0', '727_s-a-0', '739_2_s-a-0', '739_s-a-0', '761_s-a-1', '779_1_s-a-0', '779_s-a-0', '78_4_s-a-0', '78_s-a-0', '803_1_s-a-1', '803_2_s-a-1', '803_s-a-1', '824_s-a-0', '825_s-a-0', '873_4_s-a-1', '873_s-a-1'] 
Wire:873_5, Value:0, Discovered faults:['106_2_s-a-1', '106_s-a-1', '141_3_s-a-1', '141_s-a-1', '148_3_s-a-1', '148_s-a-1', '155_3_s-a-1', '155_s-a-1', '162_3_s-a-1', '162_s-a-1', '197_3_s-a-1', '197_s-a-1', '204_3_s-a-1', '204_s-a-1', '211_1_s-a-1', '211_s-a-1', '218_3_s-a-0', '218_s-a-0', '22_4_s-a-1', '22_s-a-1', '233_4_s-a-1', '233_s-a-1', '251_1_s-a-1', '251_s-a-1', '311_2_s-a-0', '311_s-a-0', '335_1_s-a-0', '335_s-a-0', '382_s-a-0', '383_s-a-0', '384_s-a-0', '385_s-a-0', '390_s-a-0', '391_s-a-0', '393_s-a-1', '406_s-a-0', '407_s-a-0', '408_s-a-1', '456_2_s-a-1', '456_s-a-1', '459_2_s-a-1', '459_s-a-1', '468_1_s-a-1', '468_s-a-1', '471_2_s-a-0', '471_s-a-0', '492_1_s-a-1', '492_s-a-1', '495_2_s-a-0', '495_s-a-0', '50_4_s-a-1', '50_s-a-1', '543_2_s-a-0', '543_s-a-0', '555_2_s-a-0', '555_s-a-0', '580_s-a-0', '581_s-a-0', '585_s-a-1', '593_s-a-1', '627_2_s-a-1', '627_s-a-1', '637_4_s-a-0', '637_s-a-0', '651_1_s-a-0', '651_s-a-0', '687_2_s-a-0', '687_s-a-0', '705_s-a-1', '727_2_s-a-0', '727_s-a-0', '739_2_s-a-0', '739_s-a-0', '761_s-a-1', '779_1_s-a-0', '779_s-a-0', '78_4_s-a-0', '78_s-a-0', '803_1_s-a-1', '803_2_s-a-1', '803_s-a-1', '824_s-a-0', '825_s-a-0', '873_5_s-a-1', '873_s-a-1'] 
Wire:873_6, Value:0, Discovered faults:['106_2_s-a-1', '106_s-a-1', '141_3_s-a-1', '141_s-a-1', '148_3_s-a-1', '148_s-a-1', '155_3_s-a-1', '155_s-a-1', '162_3_s-a-1', '162_s-a-1', '197_3_s-a-1', '197_s-a-1', '204_3_s-a-1', '204_s-a-1', '211_1_s-a-1', '211_s-a-1', '218_3_s-a-0', '218_s-a-0', '22_4_s-a-1', '22_s-a-1', '233_4_s-a-1', '233_s-a-1', '251_1_s-a-1', '251_s-a-1', '311_2_s-a-0', '311_s-a-0', '335_1_s-a-0', '335_s-a-0', '382_s-a-0', '383_s-a-0', '384_s-a-0', '385_s-a-0', '390_s-a-0', '391_s-a-0', '393_s-a-1', '406_s-a-0', '407_s-a-0', '408_s-a-1', '456_2_s-a-1', '456_s-a-1', '459_2_s-a-1', '459_s-a-1', '468_1_s-a-1', '468_s-a-1', '471_2_s-a-0', '471_s-a-0', '492_1_s-a-1', '492_s-a-1', '495_2_s-a-0', '495_s-a-0', '50_4_s-a-1', '50_s-a-1', '543_2_s-a-0', '543_s-a-0', '555_2_s-a-0', '555_s-a-0', '580_s-a-0', '581_s-a-0', '585_s-a-1', '593_s-a-1', '627_2_s-a-1', '627_s-a-1', '637_4_s-a-0', '637_s-a-0', '651_1_s-a-0', '651_s-a-0', '687_2_s-a-0', '687_s-a-0', '705_s-a-1', '727_2_s-a-0', '727_s-a-0', '739_2_s-a-0', '739_s-a-0', '761_s-a-1', '779_1_s-a-0', '779_s-a-0', '78_4_s-a-0', '78_s-a-0', '803_1_s-a-1', '803_2_s-a-1', '803_s-a-1', '824_s-a-0', '825_s-a-0', '873_6_s-a-1', '873_s-a-1'] 
Wire:873_7, Value:0, Discovered faults:['106_2_s-a-1', '106_s-a-1', '141_3_s-a-1', '141_s-a-1', '148_3_s-a-1', '148_s-a-1', '155_3_s-a-1', '155_s-a-1', '162_3_s-a-1', '162_s-a-1', '197_3_s-a-1', '197_s-a-1', '204_3_s-a-1', '204_s-a-1', '211_1_s-a-1', '211_s-a-1', '218_3_s-a-0', '218_s-a-0', '22_4_s-a-1', '22_s-a-1', '233_4_s-a-1', '233_s-a-1', '251_1_s-a-1', '251_s-a-1', '311_2_s-a-0', '311_s-a-0', '335_1_s-a-0', '335_s-a-0', '382_s-a-0', '383_s-a-0', '384_s-a-0', '385_s-a-0', '390_s-a-0', '391_s-a-0', '393_s-a-1', '406_s-a-0', '407_s-a-0', '408_s-a-1', '456_2_s-a-1', '456_s-a-1', '459_2_s-a-1', '459_s-a-1', '468_1_s-a-1', '468_s-a-1', '471_2_s-a-0', '471_s-a-0', '492_1_s-a-1', '492_s-a-1', '495_2_s-a-0', '495_s-a-0', '50_4_s-a-1', '50_s-a-1', '543_2_s-a-0', '543_s-a-0', '555_2_s-a-0', '555_s-a-0', '580_s-a-0', '581_s-a-0', '585_s-a-1', '593_s-a-1', '627_2_s-a-1', '627_s-a-1', '637_4_s-a-0', '637_s-a-0', '651_1_s-a-0', '651_s-a-0', '687_2_s-a-0', '687_s-a-0', '705_s-a-1', '727_2_s-a-0', '727_s-a-0', '739_2_s-a-0', '739_s-a-0', '761_s-a-1', '779_1_s-a-0', '779_s-a-0', '78_4_s-a-0', '78_s-a-0', '803_1_s-a-1', '803_2_s-a-1', '803_s-a-1', '824_s-a-0', '825_s-a-0', '873_7_s-a-1', '873_s-a-1'] 
Wire:873_8, Value:0, Discovered faults:['106_2_s-a-1', '106_s-a-1', '141_3_s-a-1', '141_s-a-1', '148_3_s-a-1', '148_s-a-1', '155_3_s-a-1', '155_s-a-1', '162_3_s-a-1', '162_s-a-1', '197_3_s-a-1', '197_s-a-1', '204_3_s-a-1', '204_s-a-1', '211_1_s-a-1', '211_s-a-1', '218_3_s-a-0', '218_s-a-0', '22_4_s-a-1', '22_s-a-1', '233_4_s-a-1', '233_s-a-1', '251_1_s-a-1', '251_s-a-1', '311_2_s-a-0', '311_s-a-0', '335_1_s-a-0', '335_s-a-0', '382_s-a-0', '383_s-a-0', '384_s-a-0', '385_s-a-0', '390_s-a-0', '391_s-a-0', '393_s-a-1', '406_s-a-0', '407_s-a-0', '408_s-a-1', '456_2_s-a-1', '456_s-a-1', '459_2_s-a-1', '459_s-a-1', '468_1_s-a-1', '468_s-a-1', '471_2_s-a-0', '471_s-a-0', '492_1_s-a-1', '492_s-a-1', '495_2_s-a-0', '495_s-a-0', '50_4_s-a-1', '50_s-a-1', '543_2_s-a-0', '543_s-a-0', '555_2_s-a-0', '555_s-a-0', '580_s-a-0', '581_s-a-0', '585_s-a-1', '593_s-a-1', '627_2_s-a-1', '627_s-a-1', '637_4_s-a-0', '637_s-a-0', '651_1_s-a-0', '651_s-a-0', '687_2_s-a-0', '687_s-a-0', '705_s-a-1', '727_2_s-a-0', '727_s-a-0', '739_2_s-a-0', '739_s-a-0', '761_s-a-1', '779_1_s-a-0', '779_s-a-0', '78_4_s-a-0', '78_s-a-0', '803_1_s-a-1', '803_2_s-a-1', '803_s-a-1', '824_s-a-0', '825_s-a-0', '873_8_s-a-1', '873_s-a-1'] 
Wire:873_9, Value:0, Discovered faults:['106_2_s-a-1', '106_s-a-1', '141_3_s-a-1', '141_s-a-1', '148_3_s-a-1', '148_s-a-1', '155_3_s-a-1', '155_s-a-1', '162_3_s-a-1', '162_s-a-1', '197_3_s-a-1', '197_s-a-1', '204_3_s-a-1', '204_s-a-1', '211_1_s-a-1', '211_s-a-1', '218_3_s-a-0', '218_s-a-0', '22_4_s-a-1', '22_s-a-1', '233_4_s-a-1', '233_s-a-1', '251_1_s-a-1', '251_s-a-1', '311_2_s-a-0', '311_s-a-0', '335_1_s-a-0', '335_s-a-0', '382_s-a-0', '383_s-a-0', '384_s-a-0', '385_s-a-0', '390_s-a-0', '391_s-a-0', '393_s-a-1', '406_s-a-0', '407_s-a-0', '408_s-a-1', '456_2_s-a-1', '456_s-a-1', '459_2_s-a-1', '459_s-a-1', '468_1_s-a-1', '468_s-a-1', '471_2_s-a-0', '471_s-a-0', '492_1_s-a-1', '492_s-a-1', '495_2_s-a-0', '495_s-a-0', '50_4_s-a-1', '50_s-a-1', '543_2_s-a-0', '543_s-a-0', '555_2_s-a-0', '555_s-a-0', '580_s-a-0', '581_s-a-0', '585_s-a-1', '593_s-a-1', '627_2_s-a-1', '627_s-a-1', '637_4_s-a-0', '637_s-a-0', '651_1_s-a-0', '651_s-a-0', '687_2_s-a-0', '687_s-a-0', '705_s-a-1', '727_2_s-a-0', '727_s-a-0', '739_2_s-a-0', '739_s-a-0', '761_s-a-1', '779_1_s-a-0', '779_s-a-0', '78_4_s-a-0', '78_s-a-0', '803_1_s-a-1', '803_2_s-a-1', '803_s-a-1', '824_s-a-0', '825_s-a-0', '873_9_s-a-1', '873_s-a-1'] 
Wire:873_10, Value:0, Discovered faults:['106_2_s-a-1', '106_s-a-1', '141_3_s-a-1', '141_s-a-1', '148_3_s-a-1', '148_s-a-1', '155_3_s-a-1', '155_s-a-1', '162_3_s-a-1', '162_s-a-1', '197_3_s-a-1', '197_s-a-1', '204_3_s-a-1', '204_s-a-1', '211_1_s-a-1', '211_s-a-1', '218_3_s-a-0', '218_s-a-0', '22_4_s-a-1', '22_s-a-1', '233_4_s-a-1', '233_s-a-1', '251_1_s-a-1', '251_s-a-1', '311_2_s-a-0', '311_s-a-0', '335_1_s-a-0', '335_s-a-0', '382_s-a-0', '383_s-a-0', '384_s-a-0', '385_s-a-0', '390_s-a-0', '391_s-a-0', '393_s-a-1', '406_s-a-0', '407_s-a-0', '408_s-a-1', '456_2_s-a-1', '456_s-a-1', '459_2_s-a-1', '459_s-a-1', '468_1_s-a-1', '468_s-a-1', '471_2_s-a-0', '471_s-a-0', '492_1_s-a-1', '492_s-a-1', '495_2_s-a-0', '495_s-a-0', '50_4_s-a-1', '50_s-a-1', '543_2_s-a-0', '543_s-a-0', '555_2_s-a-0', '555_s-a-0', '580_s-a-0', '581_s-a-0', '585_s-a-1', '593_s-a-1', '627_2_s-a-1', '627_s-a-1', '637_4_s-a-0', '637_s-a-0', '651_1_s-a-0', '651_s-a-0', '687_2_s-a-0', '687_s-a-0', '705_s-a-1', '727_2_s-a-0', '727_s-a-0', '739_2_s-a-0', '739_s-a-0', '761_s-a-1', '779_1_s-a-0', '779_s-a-0', '78_4_s-a-0', '78_s-a-0', '803_1_s-a-1', '803_2_s-a-1', '803_s-a-1', '824_s-a-0', '825_s-a-0', '873_10_s-a-1', '873_s-a-1'] 
Wire:873_11, Value:0, Discovered faults:['106_2_s-a-1', '106_s-a-1', '141_3_s-a-1', '141_s-a-1', '148_3_s-a-1', '148_s-a-1', '155_3_s-a-1', '155_s-a-1', '162_3_s-a-1', '162_s-a-1', '197_3_s-a-1', '197_s-a-1', '204_3_s-a-1', '204_s-a-1', '211_1_s-a-1', '211_s-a-1', '218_3_s-a-0', '218_s-a-0', '22_4_s-a-1', '22_s-a-1', '233_4_s-a-1', '233_s-a-1', '251_1_s-a-1', '251_s-a-1', '311_2_s-a-0', '311_s-a-0', '335_1_s-a-0', '335_s-a-0', '382_s-a-0', '383_s-a-0', '384_s-a-0', '385_s-a-0', '390_s-a-0', '391_s-a-0', '393_s-a-1', '406_s-a-0', '407_s-a-0', '408_s-a-1', '456_2_s-a-1', '456_s-a-1', '459_2_s-a-1', '459_s-a-1', '468_1_s-a-1', '468_s-a-1', '471_2_s-a-0', '471_s-a-0', '492_1_s-a-1', '492_s-a-1', '495_2_s-a-0', '495_s-a-0', '50_4_s-a-1', '50_s-a-1', '543_2_s-a-0', '543_s-a-0', '555_2_s-a-0', '555_s-a-0', '580_s-a-0', '581_s-a-0', '585_s-a-1', '593_s-a-1', '627_2_s-a-1', '627_s-a-1', '637_4_s-a-0', '637_s-a-0', '651_1_s-a-0', '651_s-a-0', '687_2_s-a-0', '687_s-a-0', '705_s-a-1', '727_2_s-a-0', '727_s-a-0', '739_2_s-a-0', '739_s-a-0', '761_s-a-1', '779_1_s-a-0', '779_s-a-0', '78_4_s-a-0', '78_s-a-0', '803_1_s-a-1', '803_2_s-a-1', '803_s-a-1', '824_s-a-0', '825_s-a-0', '873_11_s-a-1', '873_s-a-1'] 
Wire:873_12, Value:0, Discovered faults:['106_2_s-a-1', '106_s-a-1', '141_3_s-a-1', '141_s-a-1', '148_3_s-a-1', '148_s-a-1', '155_3_s-a-1', '155_s-a-1', '162_3_s-a-1', '162_s-a-1', '197_3_s-a-1', '197_s-a-1', '204_3_s-a-1', '204_s-a-1', '211_1_s-a-1', '211_s-a-1', '218_3_s-a-0', '218_s-a-0', '22_4_s-a-1', '22_s-a-1', '233_4_s-a-1', '233_s-a-1', '251_1_s-a-1', '251_s-a-1', '311_2_s-a-0', '311_s-a-0', '335_1_s-a-0', '335_s-a-0', '382_s-a-0', '383_s-a-0', '384_s-a-0', '385_s-a-0', '390_s-a-0', '391_s-a-0', '393_s-a-1', '406_s-a-0', '407_s-a-0', '408_s-a-1', '456_2_s-a-1', '456_s-a-1', '459_2_s-a-1', '459_s-a-1', '468_1_s-a-1', '468_s-a-1', '471_2_s-a-0', '471_s-a-0', '492_1_s-a-1', '492_s-a-1', '495_2_s-a-0', '495_s-a-0', '50_4_s-a-1', '50_s-a-1', '543_2_s-a-0', '543_s-a-0', '555_2_s-a-0', '555_s-a-0', '580_s-a-0', '581_s-a-0', '585_s-a-1', '593_s-a-1', '627_2_s-a-1', '627_s-a-1', '637_4_s-a-0', '637_s-a-0', '651_1_s-a-0', '651_s-a-0', '687_2_s-a-0', '687_s-a-0', '705_s-a-1', '727_2_s-a-0', '727_s-a-0', '739_2_s-a-0', '739_s-a-0', '761_s-a-1', '779_1_s-a-0', '779_s-a-0', '78_4_s-a-0', '78_s-a-0', '803_1_s-a-1', '803_2_s-a-1', '803_s-a-1', '824_s-a-0', '825_s-a-0', '873_12_s-a-1', '873_s-a-1'] 
