Wire:1, Value:0, Discovered faults:{'1_s-a-1'} 
Wire:6874, Value:1, Discovered faults:{'254_s-a-0', '3484_s-a-1', '4249_1_s-a-0', '1315_3_s-a-1', '4246_s-a-0', '4973_s-a-1', '3746_s-a-0', '2981_s-a-1', '3487_s-a-0', '4249_s-a-0', '6874_s-a-0', '1606_s-a-1', '351_3_s-a-1', '1271_s-a-0', '3483_s-a-1', '5161_s-a-0', '254_1_s-a-0', '341_s-a-0', '1606_1_s-a-1', '3747_s-a-0', '1609_2_s-a-1', '351_4_s-a-1', '3977_s-a-0', '341_4_s-a-0', '2982_s-a-1', '6475_s-a-1', '1609_s-a-1', '5160_s-a-0', '351_s-a-1', '248_s-a-1', '534_s-a-1', '2976_s-a-1', '1271_3_s-a-0', '534_6_s-a-1', '5324_s-a-1', '3744_s-a-1', '5324_3_s-a-1', '1603_s-a-0', '1603_1_s-a-0', '6721_s-a-1', '3743_s-a-1', '3976_s-a-0', '4246_1_s-a-0', '248_2_s-a-1', '2977_s-a-0', '4972_s-a-1', '1315_s-a-1'} 
Wire:6875, Value:1, Discovered faults:{'254_s-a-0', '4974_s-a-1', '503_6_s-a-1', '5328_s-a-1', '324_s-a-1', '3481_s-a-1', '4252_s-a-0', '1675_s-a-0', '242_s-a-0', '3984_2_s-a-0', '2979_s-a-1', '242_2_s-a-0', '3485_s-a-0', '3013_s-a-1', '6875_s-a-0', '361_1_s-a-0', '3975_s-a-0', '3757_s-a-1', '1597_s-a-1', '1597_2_s-a-1', '324_4_s-a-1', '1271_s-a-0', '254_1_s-a-0', '4252_1_s-a-0', '3816_1_s-a-0', '2973_s-a-0', '1315_8_s-a-1', '1630_1_s-a-0', '3742_s-a-1', '4532_s-a-1', '4532_3_s-a-1', '3502_s-a-1', '3816_s-a-0', '1675_2_s-a-0', '6476_s-a-1', '1594_1_s-a-1', '6040_s-a-1', '503_s-a-1', '3984_s-a-0', '248_s-a-1', '2999_s-a-1', '5162_s-a-0', '1271_1_s-a-0', '6040_2_s-a-1', '2984_s-a-0', '4975_s-a-0', '6722_s-a-1', '4199_s-a-1', '1594_s-a-1', '3745_s-a-0', '324_3_s-a-1', '5328_2_s-a-1', '3482_s-a-0', '248_2_s-a-1', '2980_s-a-1', '361_s-a-0', '1315_s-a-1', '1630_s-a-0'} 
Wire:6876, Value:0, Discovered faults:{'254_s-a-0', '1675_s-a-0', '242_s-a-0', '3748_s-a-0', '1292_4_s-a-0', '3490_s-a-1', '242_2_s-a-0', '5057_s-a-1', '1612_2_s-a-0', '5236_2_s-a-0', '4255_1_s-a-0', '316_3_s-a-0', '1271_s-a-0', '1675_7_s-a-0', '3978_s-a-0', '3819_s-a-0', '2994_s-a-1', '2998_s-a-0', '3750_s-a-1', '3749_s-a-1', '308_4_s-a-1', '3979_s-a-0', '1271_5_s-a-0', '3751_s-a-0', '3752_s-a-0', '302_2_s-a-1', '5236_s-a-0', '3488_s-a-0', '1612_s-a-0', '5234_s-a-0', '293_s-a-0', '6637_s-a-0', '2988_s-a-0', '5056_s-a-1', '4720_s-a-0', '6068_s-a-0', '1618_1_s-a-1', '1621_2_s-a-1', '6637_1_s-a-0', '5382_1_s-a-1', '4258_1_s-a-0', '3489_s-a-1', '4258_s-a-0', '5055_s-a-1', '1624_2_s-a-0', '308_3_s-a-1', '479_s-a-1', '293_3_s-a-0', '5382_s-a-1', '6378_s-a-1', '316_s-a-0', '254_1_s-a-0', '2989_s-a-0', '4255_s-a-0', '2996_s-a-0', '3819_2_s-a-0', '1615_1_s-a-1', '1292_s-a-0', '1624_s-a-0', '6876_s-a-1', '1675_5_s-a-0', '4021_1_s-a-1', '4021_s-a-1', '2995_s-a-1', '1618_s-a-1', '5235_s-a-0', '251_s-a-0', '1621_s-a-1', '308_s-a-1', '1615_s-a-1', '3492_s-a-0', '302_s-a-1', '251_2_s-a-0', '479_6_s-a-1'} 
Wire:6879, Value:1, Discovered faults:{'3968_s-a-1', '132_1_s-a-1', '299_2_s-a-1', '6045_s-a-0', '332_2_s-a-0', '6045_2_s-a-0', '6478_s-a-0', '4512_s-a-1', '6879_s-a-0', '2948_s-a-1', '5166_s-a-0', '2948_5_s-a-1', '1573_1_s-a-0', '3731_s-a-1', '299_s-a-1', '1573_s-a-0', '332_s-a-0', '2963_s-a-1', '3968_3_s-a-1', '6478_1_s-a-0', '5166_2_s-a-0', '132_s-a-1', '4512_1_s-a-1'} 
Wire:6880, Value:0, Discovered faults:{'6880_s-a-1', '132_s-a-1', '132_2_s-a-1'} 
Wire:6881, Value:1, Discovered faults:{'3881_4_s-a-1', '3687_s-a-1', '1875_1_s-a-1', '2645_s-a-0', '6137_s-a-0', '5093_s-a-0', '3873_5_s-a-0', '2861_s-a-0', '1860_s-a-0', '5254_s-a-1', '226_s-a-0', '3881_s-a-1', '422_s-a-1', '468_s-a-0', '422_2_s-a-1', '335_2_s-a-1', '5549_3_s-a-0', '5549_s-a-0', '1875_s-a-1', '218_6_s-a-1', '1462_s-a-1', '1462_1_s-a-1', '3873_s-a-0', '218_s-a-1', '3686_s-a-0', '2861_2_s-a-0', '226_6_s-a-0', '4599_1_s-a-0', '5488_s-a-0', '468_2_s-a-0', '6881_s-a-0', '4584_s-a-1', '5488_7_s-a-0', '2874_s-a-1', '4599_s-a-0', '1860_2_s-a-0', '5102_s-a-1', '4584_2_s-a-1', '335_s-a-1'} 
Wire:6884, Value:0, Discovered faults:{'5253_s-a-1', '3881_4_s-a-1', '3687_s-a-1', '1875_1_s-a-1', '2645_s-a-0', '6884_s-a-1', '3887_s-a-1', '210_s-a-1', '5093_s-a-0', '6516_1_s-a-0', '3873_5_s-a-0', '2861_s-a-0', '1860_s-a-0', '5254_s-a-1', '226_s-a-0', '457_2_s-a-0', '5477_s-a-0', '3881_s-a-1', '1462_5_s-a-1', '422_s-a-1', '468_s-a-0', '4581_2_s-a-1', '422_2_s-a-1', '335_2_s-a-1', '5488_4_s-a-0', '6113_s-a-0', '1462_s-a-1', '1875_s-a-1', '5549_s-a-0', '218_6_s-a-1', '1462_1_s-a-1', '2875_s-a-1', '3873_s-a-0', '218_s-a-1', '3686_s-a-0', '1857_s-a-0', '210_6_s-a-1', '4581_s-a-1', '2861_2_s-a-0', '226_6_s-a-0', '4599_1_s-a-0', '5488_s-a-0', '5477_6_s-a-0', '468_2_s-a-0', '4584_s-a-1', '3887_4_s-a-1', '2874_s-a-1', '4599_s-a-0', '1860_2_s-a-0', '5102_s-a-1', '3688_s-a-1', '5091_s-a-0', '6516_s-a-0', '4584_2_s-a-1', '335_s-a-1', '457_s-a-0', '1857_2_s-a-0', '5549_2_s-a-0'} 
Wire:6885, Value:1, Discovered faults:{'6411_2_s-a-1', '3687_s-a-1', '218_6_s-a-1', '4325_s-a-1', '6116_s-a-1', '422_10_s-a-1', '6885_s-a-0', '2874_s-a-1', '3881_s-a-1', '3881_2_s-a-1', '218_s-a-1', '4320_s-a-1', '422_s-a-1', '6411_s-a-1', '4325_5_s-a-1', '4320_4_s-a-1'} 
Wire:6888, Value:0, Discovered faults:{'335_2_s-a-1', '3687_s-a-1', '1462_s-a-1', '218_6_s-a-1', '4325_s-a-1', '2875_s-a-1', '422_10_s-a-1', '3887_2_s-a-1', '6114_s-a-1', '4316_s-a-1', '3887_s-a-1', '210_s-a-1', '210_6_s-a-1', '4316_3_s-a-1', '3881_2_s-a-1', '218_s-a-1', '4325_4_s-a-1', '4320_3_s-a-1', '6115_s-a-1', '2874_s-a-1', '3881_s-a-1', '1462_5_s-a-1', '4320_s-a-1', '422_s-a-1', '3688_s-a-1', '6526_1_s-a-0', '6526_s-a-0', '335_s-a-1', '6888_s-a-1'} 
Wire:6889, Value:1, Discovered faults:{'411_2_s-a-0', '3849_s-a-0', '4336_s-a-1', '1455_s-a-1', '4336_4_s-a-1', '335_1_s-a-1', '2644_s-a-1', '6131_s-a-1', '335_s-a-1', '5536_s-a-1', '3855_4_s-a-1', '6132_s-a-1', '6536_s-a-1', '2855_3_s-a-0', '4349_5_s-a-1', '2855_s-a-0', '3682_s-a-0', '400_2_s-a-1', '2870_s-a-1', '1872_s-a-0', '273_6_s-a-0', '3683_s-a-1', '5536_7_s-a-1', '265_6_s-a-1', '5101_s-a-1', '1869_2_s-a-1', '4593_1_s-a-1', '5098_s-a-0', '400_s-a-1', '411_s-a-0', '6889_s-a-0', '4593_s-a-1', '6133_s-a-1', '3855_s-a-1', '4596_s-a-0', '5520_s-a-1', '5520_9_s-a-1', '265_s-a-1', '1869_s-a-1', '6536_1_s-a-1', '5100_s-a-0', '3849_4_s-a-0', '1455_1_s-a-1', '4349_s-a-1', '5258_s-a-0', '4596_2_s-a-0', '1872_1_s-a-0', '5257_s-a-0', '273_s-a-0'} 
Wire:6890, Value:1, Discovered faults:{'6890_s-a-0'} 
Wire:6891, Value:1, Discovered faults:{'3849_s-a-0', '1455_s-a-1', '411_s-a-0', '3849_2_s-a-0', '4342_6_s-a-0', '335_1_s-a-1', '6419_s-a-0', '4342_s-a-0', '1455_1_s-a-1', '2855_s-a-0', '2855_3_s-a-0', '3682_s-a-0', '6891_s-a-0', '6419_1_s-a-0', '273_6_s-a-0', '335_s-a-1', '273_s-a-0', '411_10_s-a-0'} 
Wire:6894, Value:1, Discovered faults:{'411_2_s-a-0', '3849_s-a-0', '4336_s-a-1', '6126_s-a-1', '1455_s-a-1', '6539_1_s-a-1', '389_s-a-1', '389_10_s-a-1', '335_1_s-a-1', '6124_s-a-1', '2644_s-a-1', '335_s-a-1', '5536_s-a-1', '3855_4_s-a-1', '2855_3_s-a-0', '2855_s-a-0', '3682_s-a-0', '400_2_s-a-1', '2870_s-a-1', '1872_s-a-0', '273_6_s-a-0', '3683_s-a-1', '265_6_s-a-1', '5101_s-a-1', '4332_s-a-1', '1869_2_s-a-1', '4593_1_s-a-1', '5098_s-a-0', '400_s-a-1', '6125_s-a-1', '411_s-a-0', '5536_4_s-a-1', '6539_s-a-1', '4593_s-a-1', '3855_s-a-1', '4332_2_s-a-1', '4336_2_s-a-1', '4596_s-a-0', '5520_s-a-1', '265_s-a-1', '1869_s-a-1', '5100_s-a-0', '3849_4_s-a-0', '1455_1_s-a-1', '6127_s-a-1', '4349_s-a-1', '6894_s-a-0', '5258_s-a-0', '5520_4_s-a-1', '4596_2_s-a-0', '1872_1_s-a-0', '5257_s-a-0', '273_s-a-0', '4349_3_s-a-1'} 
Wire:6895, Value:0, Discovered faults:{'4336_s-a-1', '1869_2_s-a-1', '5520_12_s-a-1', '4593_1_s-a-1', '5098_s-a-0', '400_s-a-1', '6553_1_s-a-0', '4593_s-a-1', '3855_s-a-1', '5520_s-a-1', '265_s-a-1', '6135_s-a-1', '6553_s-a-0', '1869_s-a-1', '3855_4_s-a-1', '6895_s-a-1', '4349_s-a-1', '400_2_s-a-1', '4349_6_s-a-1', '2870_s-a-1', '6134_s-a-1', '4336_5_s-a-1', '3683_s-a-1', '265_6_s-a-1', '5257_s-a-0'} 
Wire:6896, Value:0, Discovered faults:{'4336_s-a-1', '4349_1_s-a-1', '1869_2_s-a-1', '5520_12_s-a-1', '4593_1_s-a-1', '5098_s-a-0', '400_s-a-1', '6553_2_s-a-0', '5177_s-a-1', '4593_s-a-1', '3855_s-a-1', '5520_s-a-1', '265_s-a-1', '5728_s-a-0', '6135_s-a-1', '6553_s-a-0', '1869_s-a-1', '3855_4_s-a-1', '5177_1_s-a-1', '4349_s-a-1', '400_2_s-a-1', '4349_6_s-a-1', '2870_s-a-1', '6134_s-a-1', '6896_s-a-1', '4336_5_s-a-1', '3683_s-a-1', '265_6_s-a-1', '5257_s-a-0'} 
Wire:6897, Value:0, Discovered faults:{'3849_s-a-0', '1455_s-a-1', '411_s-a-0', '6419_2_s-a-0', '3849_2_s-a-0', '4342_6_s-a-0', '335_1_s-a-1', '6419_s-a-0', '4342_s-a-0', '6897_s-a-1', '1455_1_s-a-1', '2855_s-a-0', '2855_3_s-a-0', '3682_s-a-0', '273_6_s-a-0', '335_s-a-1', '273_s-a-0', '411_10_s-a-0'} 
Wire:6900, Value:0, Discovered faults:{'6129_s-a-1', '4336_s-a-1', '6556_1_s-a-0', '4349_4_s-a-1', '4332_s-a-1', '1869_2_s-a-1', '4593_1_s-a-1', '5098_s-a-0', '400_s-a-1', '5520_7_s-a-1', '6556_s-a-0', '389_s-a-1', '4593_s-a-1', '3855_s-a-1', '389_10_s-a-1', '6900_s-a-1', '4336_3_s-a-1', '5520_s-a-1', '265_s-a-1', '1869_s-a-1', '3855_4_s-a-1', '4349_s-a-1', '4332_3_s-a-1', '400_2_s-a-1', '2870_s-a-1', '6130_s-a-1', '3683_s-a-1', '6128_s-a-1', '265_6_s-a-1', '5257_s-a-0'} 
Wire:6901, Value:1, Discovered faults:{'3948_5_s-a-0', '315_s-a-0', '3956_s-a-0', '4630_1_s-a-0', '5624_s-a-0', '4630_s-a-0', '490_2_s-a-1', '1902_s-a-1', '5121_s-a-1', '5624_7_s-a-0', '479_s-a-1', '2716_s-a-0', '323_s-a-0', '2721_s-a-0', '6193_s-a-0', '1902_1_s-a-1', '1573_3_s-a-0', '4643_s-a-0', '1917_1_s-a-1', '1573_s-a-0', '3948_s-a-0', '5130_s-a-1', '6901_s-a-0', '5684_3_s-a-0', '1917_s-a-1', '1573_4_s-a-0', '2961_s-a-0', '332_2_s-a-0', '2960_s-a-0', '5684_s-a-0', '490_s-a-1', '3956_4_s-a-0', '332_s-a-0', '4643_1_s-a-0', '479_2_s-a-1'} 
Wire:6904, Value:0, Discovered faults:{'1573_5_s-a-0', '4436_2_s-a-0', '3962_s-a-0', '6592_s-a-0', '2962_s-a-0', '332_2_s-a-0', '332_s-a-0', '6904_s-a-1', '4436_s-a-0', '3962_4_s-a-0', '1573_s-a-0', '307_s-a-0', '6592_1_s-a-0'} 
Wire:6905, Value:1, Discovered faults:{'4445_5_s-a-1', '4440_s-a-1', '490_s-a-1', '6437_s-a-1', '6437_2_s-a-1', '6905_s-a-0', '490_10_s-a-1', '6174_s-a-1', '4440_4_s-a-1', '479_10_s-a-1', '4445_s-a-1', '479_s-a-1'} 
Wire:6908, Value:1, Discovered faults:{'6599_s-a-1', '1573_5_s-a-0', '4436_3_s-a-0', '6599_1_s-a-1', '3962_s-a-0', '2962_s-a-0', '332_2_s-a-0', '332_s-a-0', '6908_s-a-0', '4436_s-a-0', '3962_4_s-a-0', '1573_s-a-0', '307_s-a-0'} 
Wire:6909, Value:0, Discovered faults:{'3927_s-a-1', '4640_s-a-1', '4640_1_s-a-1', '534_s-a-1', '5128_s-a-0', '1914_s-a-1', '5671_s-a-1', '1914_2_s-a-1', '6445_s-a-1', '6192_s-a-1', '534_2_s-a-1', '3927_4_s-a-1', '4462_s-a-1', '5299_s-a-0', '358_2_s-a-1', '6445_1_s-a-1', '358_s-a-1', '6909_s-a-1', '4462_6_s-a-1', '6194_s-a-1', '2956_s-a-1', '3725_s-a-1', '5671_10_s-a-1'} 
Wire:6912, Value:0, Discovered faults:{'2957_s-a-0', '523_10_s-a-0', '348_s-a-0', '4456_s-a-0', '6606_1_s-a-0', '6912_s-a-1', '3933_2_s-a-0', '523_s-a-0', '332_s-a-0', '348_2_s-a-0', '1566_5_s-a-0', '332_1_s-a-0', '3933_s-a-0', '1566_s-a-0', '6606_s-a-0', '4456_4_s-a-0'} 
Wire:6913, Value:0, Discovered faults:{'2958_s-a-0', '4215_s-a-0', '514_s-a-1', '6913_s-a-1', '338_s-a-0', '1908_1_s-a-1', '332_1_s-a-0', '3933_s-a-0', '2718_s-a-0', '1566_s-a-0', '1566_6_s-a-0', '348_s-a-0', '4215_1_s-a-0', '4456_s-a-0', '6609_1_s-a-0', '1908_s-a-1', '338_2_s-a-0', '1566_5_s-a-0', '3732_4_s-a-0', '514_2_s-a-1', '5284_s-a-0', '4908_s-a-1', '2957_s-a-0', '5284_1_s-a-0', '6005_s-a-0', '523_s-a-0', '6609_s-a-0', '523_10_s-a-0', '3732_s-a-0', '3933_2_s-a-0', '4456_1_s-a-0', '332_s-a-0', '348_2_s-a-0'} 
Wire:6914, Value:1, Discovered faults:{'6619_1_s-a-1', '2957_s-a-0', '523_10_s-a-0', '348_s-a-0', '4456_s-a-0', '4456_5_s-a-0', '3933_2_s-a-0', '523_s-a-0', '6914_s-a-0', '332_s-a-0', '348_2_s-a-0', '6619_s-a-1', '1566_5_s-a-0', '332_1_s-a-0', '3933_s-a-0', '1566_s-a-0'} 
Wire:6915, Value:1, Discovered faults:{'2957_s-a-0', '523_10_s-a-0', '348_s-a-0', '4456_s-a-0', '4456_5_s-a-0', '3933_2_s-a-0', '523_s-a-0', '6619_2_s-a-1', '6915_s-a-0', '332_s-a-0', '348_2_s-a-0', '6619_s-a-1', '1566_5_s-a-0', '332_1_s-a-0', '3933_s-a-0', '1566_s-a-0'} 
Wire:6916, Value:1, Discovered faults:{'6445_s-a-1', '6192_s-a-1', '4462_s-a-1', '6445_2_s-a-1', '4462_6_s-a-1', '6916_s-a-0'} 
Wire:6919, Value:1, Discovered faults:{'2958_s-a-0', '4215_s-a-0', '514_s-a-1', '338_s-a-0', '1908_1_s-a-1', '332_1_s-a-0', '3933_s-a-0', '6622_1_s-a-1', '2718_s-a-0', '1566_s-a-0', '1566_6_s-a-0', '348_s-a-0', '4215_1_s-a-0', '4456_s-a-0', '6006_s-a-0', '1908_s-a-1', '6919_s-a-0', '338_2_s-a-0', '1566_5_s-a-0', '3732_4_s-a-0', '514_2_s-a-1', '5284_s-a-0', '4908_s-a-1', '2957_s-a-0', '5284_2_s-a-0', '523_s-a-0', '4456_2_s-a-0', '523_10_s-a-0', '6622_s-a-1', '3732_s-a-0', '3933_2_s-a-0', '332_s-a-0', '348_2_s-a-0'} 
Wire:6922, Value:0, Discovered faults:{'206_s-a-0', '1280_8_s-a-0', '3504_s-a-0', '210_s-a-1', '3754_s-a-1', '5374_s-a-0', '1469_2_s-a-0', '4243_1_s-a-1', '3003_1_s-a-0', '210_4_s-a-1', '248_2_s-a-1', '4243_s-a-1', '4183_s-a-1', '6922_s-a-1', '4939_s-a-0', '457_6_s-a-0', '5054_s-a-0', '3016_s-a-0', '1469_s-a-0', '6066_s-a-1', '251_1_s-a-0', '3980_s-a-1', '206_1_s-a-0', '1315_10_s-a-1', '248_s-a-1', '4515_s-a-0', '3763_s-a-0', '1639_1_s-a-1', '1639_s-a-1', '3003_s-a-0', '6634_s-a-0', '4939_2_s-a-0', '5374_2_s-a-0', '3988_s-a-1', '251_s-a-0', '6634_1_s-a-0', '1280_s-a-0', '3758_s-a-1', '4185_s-a-0', '457_s-a-0', '1315_s-a-1'} 
Wire:6923, Value:1, Discovered faults:{'242_s-a-0', '1663_s-a-0', '1645_s-a-1', '1663_10_s-a-0', '6067_s-a-1', '3989_s-a-1', '226_3_s-a-0', '1280_9_s-a-0', '3029_s-a-0', '3765_s-a-1', '226_s-a-0', '5377_s-a-0', '468_s-a-0', '4237_1_s-a-1', '3990_s-a-0', '5377_1_s-a-0', '4237_s-a-1', '251_1_s-a-0', '1648_2_s-a-0', '3505_s-a-0', '468_6_s-a-0', '3018_s-a-0', '4240_s-a-0', '3769_s-a-0', '242_1_s-a-0', '4240_2_s-a-0', '3506_s-a-1', '1648_s-a-0', '218_s-a-1', '5232_s-a-1', '218_4_s-a-1', '5052_s-a-0', '1645_1_s-a-1', '3025_s-a-1', '251_s-a-0', '6923_s-a-0', '1280_s-a-0', '3764_s-a-0'} 
Wire:6724_1, Value:1, Discovered faults:{'206_s-a-0', '5059_s-a-0', '6724_1_s-a-0', '1950_1_s-a-1', '5385_1_s-a-1', '3823_s-a-1', '6235_s-a-1', '3789_s-a-1', '1469_5_s-a-0', '234_5_s-a-0', '5756_2_s-a-0', '1962_s-a-1', '226_s-a-0', '1944_s-a-1', '4206_1_s-a-1', '289_s-a-1', '3143_s-a-0', '3558_s-a-0', '3824_s-a-0', '3609_s-a-1', '1959_1_s-a-0', '4264_1_s-a-0', '3559_s-a-0', '3560_s-a-1', '257_s-a-0', '234_s-a-0', '3145_s-a-1', '4206_s-a-1', '5163_s-a-0', '1947_s-a-1', '1965_s-a-0', '3146_s-a-1', '4267_s-a-1', '281_5_s-a-1', '1469_s-a-0', '3203_s-a-0', '1956_1_s-a-0', '210_5_s-a-1', '5239_s-a-0', '3797_s-a-1', '3797_1_s-a-1', '3562_s-a-0', '3793_3_s-a-0', '210_s-a-1', '1962_1_s-a-1', '1947_2_s-a-1', '3200_s-a-0', '4976_s-a-0', '5058_s-a-1', '218_5_s-a-1', '3198_s-a-0', '5756_s-a-0', '289_1_s-a-1', '1953_s-a-0', '1944_2_s-a-1', '4200_2_s-a-0', '3200_2_s-a-0', '5385_s-a-1', '281_s-a-1', '4264_s-a-0', '226_5_s-a-0', '4200_s-a-0', '3789_1_s-a-1', '5331_s-a-1', '3824_1_s-a-0', '218_s-a-1', '206_1_s-a-0', '1950_s-a-1', '265_s-a-1', '1956_s-a-0', '273_5_s-a-0', '265_5_s-a-1', '1968_1_s-a-1', '1959_s-a-0', '1953_2_s-a-0', '1965_2_s-a-0', '6724_s-a-0', '3563_s-a-0', '1968_s-a-1', '6044_s-a-0', '3793_s-a-0', '273_s-a-0', '257_5_s-a-0'} 
Wire:6724_2, Value:1, Discovered faults:{'206_s-a-0', '5059_s-a-0', '1950_1_s-a-1', '5385_1_s-a-1', '3823_s-a-1', '6235_s-a-1', '3789_s-a-1', '1469_5_s-a-0', '234_5_s-a-0', '5756_2_s-a-0', '1962_s-a-1', '226_s-a-0', '1944_s-a-1', '4206_1_s-a-1', '289_s-a-1', '3143_s-a-0', '3558_s-a-0', '3824_s-a-0', '3609_s-a-1', '1959_1_s-a-0', '4264_1_s-a-0', '3559_s-a-0', '3560_s-a-1', '257_s-a-0', '234_s-a-0', '3145_s-a-1', '4206_s-a-1', '5163_s-a-0', '1947_s-a-1', '1965_s-a-0', '3146_s-a-1', '4267_s-a-1', '281_5_s-a-1', '1469_s-a-0', '3203_s-a-0', '6724_2_s-a-0', '1956_1_s-a-0', '210_5_s-a-1', '5239_s-a-0', '3797_s-a-1', '3797_1_s-a-1', '3562_s-a-0', '3793_3_s-a-0', '210_s-a-1', '1962_1_s-a-1', '1947_2_s-a-1', '3200_s-a-0', '4976_s-a-0', '5058_s-a-1', '218_5_s-a-1', '3198_s-a-0', '5756_s-a-0', '289_1_s-a-1', '1953_s-a-0', '1944_2_s-a-1', '4200_2_s-a-0', '3200_2_s-a-0', '5385_s-a-1', '281_s-a-1', '4264_s-a-0', '226_5_s-a-0', '4200_s-a-0', '3789_1_s-a-1', '5331_s-a-1', '3824_1_s-a-0', '218_s-a-1', '206_1_s-a-0', '1950_s-a-1', '265_s-a-1', '1956_s-a-0', '273_5_s-a-0', '265_5_s-a-1', '1968_1_s-a-1', '1959_s-a-0', '1953_2_s-a-0', '1965_2_s-a-0', '6724_s-a-0', '3563_s-a-0', '1968_s-a-1', '6044_s-a-0', '3793_s-a-0', '273_s-a-0', '257_5_s-a-0'} 
Wire:6792_1, Value:1, Discovered faults:{'5363_s-a-0', '6374_s-a-0', '4671_2_s-a-0', '3968_s-a-1', '315_s-a-0', '3956_s-a-0', '5224_s-a-1', '4668_s-a-1', '4665_s-a-0', '5739_1_s-a-1', '5739_s-a-1', '299_2_s-a-1', '3962_5_s-a-0', '5365_s-a-1', '4662_1_s-a-0', '6792_1_s-a-0', '1573_5_s-a-0', '3968_4_s-a-1', '2948_5_s-a-1', '1573_1_s-a-0', '299_s-a-1', '323_s-a-0', '3962_s-a-0', '4668_1_s-a-1', '6631_s-a-1', '2963_s-a-1', '1573_3_s-a-0', '1573_s-a-0', '3948_7_s-a-0', '3948_s-a-0', '1573_4_s-a-0', '2961_s-a-0', '332_2_s-a-0', '5736_s-a-0', '3956_5_s-a-0', '5223_s-a-1', '2960_s-a-0', '6792_s-a-0', '4662_s-a-0', '2948_s-a-1', '4665_1_s-a-0', '3731_s-a-1', '5225_s-a-0', '2962_s-a-0', '5736_2_s-a-0', '332_s-a-0', '5364_s-a-0', '4671_s-a-0', '307_s-a-0'} 
Wire:6792_2, Value:1, Discovered faults:{'5363_s-a-0', '6374_s-a-0', '4671_2_s-a-0', '3968_s-a-1', '315_s-a-0', '3956_s-a-0', '5224_s-a-1', '4668_s-a-1', '4665_s-a-0', '5739_1_s-a-1', '5739_s-a-1', '299_2_s-a-1', '3962_5_s-a-0', '5365_s-a-1', '4662_1_s-a-0', '1573_5_s-a-0', '3968_4_s-a-1', '2948_5_s-a-1', '1573_1_s-a-0', '299_s-a-1', '323_s-a-0', '3962_s-a-0', '4668_1_s-a-1', '6631_s-a-1', '2963_s-a-1', '1573_3_s-a-0', '1573_s-a-0', '3948_7_s-a-0', '3948_s-a-0', '1573_4_s-a-0', '2961_s-a-0', '332_2_s-a-0', '5736_s-a-0', '3956_5_s-a-0', '5223_s-a-1', '2960_s-a-0', '6792_s-a-0', '6792_2_s-a-0', '4662_s-a-0', '2948_s-a-1', '4665_1_s-a-0', '3731_s-a-1', '5225_s-a-0', '2962_s-a-0', '5736_2_s-a-0', '332_s-a-0', '5364_s-a-0', '4671_s-a-0', '307_s-a-0'} 
Wire:6795_1, Value:0, Discovered faults:{'3842_6_s-a-1', '3849_s-a-0', '6795_s-a-1', '1455_s-a-1', '6375_s-a-1', '5742_s-a-0', '4698_s-a-1', '2855_5_s-a-0', '5230_s-a-0', '257_6_s-a-0', '5370_s-a-1', '335_1_s-a-1', '4692_s-a-1', '3681_s-a-1', '4698_1_s-a-1', '5368_s-a-1', '6376_s-a-1', '2855_3_s-a-0', '2855_s-a-0', '3682_s-a-0', '3849_5_s-a-0', '2870_s-a-1', '3855_5_s-a-1', '5745_s-a-0', '4695_2_s-a-0', '273_6_s-a-0', '3683_s-a-1', '3842_s-a-1', '265_6_s-a-1', '5745_1_s-a-0', '4695_s-a-0', '281_s-a-1', '257_s-a-0', '3861_s-a-0', '3855_s-a-1', '265_s-a-1', '2868_s-a-1', '6633_s-a-0', '3861_5_s-a-0', '281_6_s-a-1', '6795_1_s-a-1', '4689_s-a-0', '1455_1_s-a-1', '4689_2_s-a-0', '6632_s-a-0', '5742_1_s-a-0', '5228_s-a-0', '3684_s-a-0', '335_s-a-1', '273_s-a-0', '4692_1_s-a-1'} 
Wire:6795_2, Value:0, Discovered faults:{'3842_6_s-a-1', '3849_s-a-0', '6795_s-a-1', '1455_s-a-1', '6375_s-a-1', '5742_s-a-0', '4698_s-a-1', '6795_2_s-a-1', '2855_5_s-a-0', '5230_s-a-0', '257_6_s-a-0', '5370_s-a-1', '335_1_s-a-1', '4692_s-a-1', '3681_s-a-1', '4698_1_s-a-1', '5368_s-a-1', '6376_s-a-1', '2855_3_s-a-0', '2855_s-a-0', '3682_s-a-0', '3849_5_s-a-0', '2870_s-a-1', '3855_5_s-a-1', '5745_s-a-0', '4695_2_s-a-0', '273_6_s-a-0', '3683_s-a-1', '3842_s-a-1', '265_6_s-a-1', '5745_1_s-a-0', '4695_s-a-0', '281_s-a-1', '257_s-a-0', '3861_s-a-0', '3855_s-a-1', '265_s-a-1', '2868_s-a-1', '6633_s-a-0', '3861_5_s-a-0', '281_6_s-a-1', '4689_s-a-0', '1455_1_s-a-1', '4689_2_s-a-0', '6632_s-a-0', '5742_1_s-a-0', '5228_s-a-0', '3684_s-a-0', '335_s-a-1', '273_s-a-0', '4692_1_s-a-1'} 
